time,x,vx,y,vy,z,vz,phi,p,theta,q,psi,r,U1,U2,U3,U4,x_d,vx_d,y_d,vy_d,z_d,vz_d,psi_d,psi_dot_d,Ux,Uy,phi_d,theta_d
37.8500,5.5028,-0.0228,-0.5018,2.7539,25.8160,-0.2500,0.1395,-0.0069,0.0110,-0.0012,1.4012,0.5000,4.9534,-0.0000,0.0001,-0.0000,4.9858,-0.1884,0.3769,2.4929,25.5375,-0.2500,1.6462,0.5000,-0.0901,0.1023,-0.0822,0.1094
37.8600,5.5024,-0.0365,-0.4743,2.7552,25.8135,-0.2500,0.1394,-0.0069,0.0110,-0.0011,1.4062,0.5000,4.9534,-0.0000,0.0001,-0.0000,4.9838,-0.2009,0.4018,2.4919,25.5350,-0.2500,1.6512,0.5000,-0.0900,0.1017,-0.0816,0.1092
37.8700,5.5019,-0.0503,-0.4467,2.7564,25.8110,-0.2500,0.1393,-0.0069,0.0110,-0.0010,1.4112,0.5000,4.9533,-0.0000,0.0001,-0.0000,4.9818,-0.2134,0.4267,2.4909,25.5325,-0.2500,1.6562,0.5000,-0.0898,0.1011,-0.0809,0.1090
37.8800,5.5012,-0.0640,-0.4191,2.7575,25.8085,-0.2500,0.1393,-0.0069,0.0110,-0.0010,1.4162,0.5000,4.9533,-0.0000,0.0001,0.0000,4.9796,-0.2258,0.4516,2.4898,25.5300,-0.2500,1.6612,0.5000,-0.0896,0.1005,-0.0803,0.1087
37.8900,5.5005,-0.0778,-0.3915,2.7586,25.8060,-0.2500,0.1392,-0.0069,0.0110,-0.0009,1.4212,0.5000,4.9532,-0.0000,0.0001,-0.0000,4.9772,-0.2382,0.4765,2.4886,25.5275,-0.2500,1.6662,0.5000,-0.0895,0.0999,-0.0796,0.1085
37.9000,5.4995,-0.0915,-0.3639,2.7595,25.8035,-0.2500,0.1391,-0.0069,0.0110,-0.0008,1.4262,0.5000,4.9532,-0.0000,0.0001,-0.0000,4.9748,-0.2507,0.5014,2.4874,25.5250,-0.2500,1.6712,0.5000,-0.0893,0.0993,-0.0790,0.1083
37.9100,5.4985,-0.1053,-0.3363,2.7605,25.8010,-0.2500,0.1391,-0.0070,0.0110,-0.0007,1.4312,0.5000,4.9532,-0.0000,0.0001,0.0000,4.9722,-0.2631,0.5262,2.4861,25.5225,-0.2500,1.6762,0.5000,-0.0891,0.0987,-0.0783,0.1080
37.9200,5.4973,-0.1190,-0.3087,2.7613,25.7985,-0.2500,0.1390,-0.0070,0.0110,-0.0007,1.4362,0.5000,4.9531,-0.0000,0.0001,0.0000,4.9695,-0.2755,0.5511,2.4848,25.5200,-0.2500,1.6812,0.5000,-0.0890,0.0981,-0.0777,0.1078
37.9300,5.4960,-0.1328,-0.2811,2.7621,25.7960,-0.2500,0.1389,-0.0070,0.0110,-0.0006,1.4412,0.5000,4.9531,-0.0000,0.0001,-0.0000,4.9667,-0.2880,0.5759,2.4834,25.5175,-0.2500,1.6862,0.5000,-0.0888,0.0975,-0.0770,0.1076
37.9400,5.4945,-0.1465,-0.2535,2.7628,25.7935,-0.2500,0.1388,-0.0070,0.0110,-0.0005,1.4462,0.5000,4.9530,-0.0000,0.0001,-0.0000,4.9638,-0.3004,0.6008,2.4819,25.5150,-0.2500,1.6912,0.5000,-0.0886,0.0968,-0.0764,0.1073
37.9500,5.4929,-0.1603,-0.2258,2.7634,25.7910,-0.2500,0.1388,-0.0070,0.0110,-0.0005,1.4512,0.5000,4.9530,-0.0000,0.0001,0.0000,4.9607,-0.3128,0.6256,2.4804,25.5125,-0.2500,1.6962,0.5000,-0.0884,0.0962,-0.0758,0.1070
37.9600,5.4912,-0.1740,-0.1982,2.7640,25.7885,-0.2500,0.1387,-0.0070,0.0109,-0.0004,1.4562,0.5000,4.9529,-0.0000,0.0001,0.0000,4.9575,-0.3252,0.6504,2.4788,25.5100,-0.2500,1.7012,0.5000,-0.0882,0.0956,-0.0751,0.1068
37.9700,5.4893,-0.1877,-0.1706,2.7645,25.7860,-0.2500,0.1386,-0.0070,0.0109,-0.0003,1.4612,0.5000,4.9529,-0.0000,0.0001,-0.0000,4.9542,-0.3376,0.6752,2.4771,25.5075,-0.2500,1.7062,0.5000,-0.0881,0.0950,-0.0745,0.1065
37.9800,5.4873,-0.2014,-0.1429,2.7649,25.7835,-0.2500,0.1386,-0.0070,0.0109,-0.0002,1.4662,0.5000,4.9528,-0.0000,0.0001,0.0000,4.9508,-0.3500,0.6999,2.4754,25.5050,-0.2500,1.7112,0.5000,-0.0879,0.0943,-0.0739,0.1062
37.9900,5.4851,-0.2152,-0.1153,2.7653,25.7810,-0.2500,0.1385,-0.0070,0.0109,-0.0002,1.4712,0.5000,4.9528,-0.0000,0.0001,0.0000,4.9472,-0.3623,0.7247,2.4736,25.5025,-0.2500,1.7162,0.5000,-0.0877,0.0937,-0.0732,0.1059
38.0000,5.4828,-0.2289,-0.0876,2.7656,25.7785,-0.2500,0.1384,-0.0070,0.0109,-0.0001,1.4762,0.5000,4.9527,-0.0000,0.0001,-0.0000,4.9435,-0.3747,0.7494,2.4718,25.5000,-0.2500,1.7212,0.5000,-0.0875,0.0931,-0.0726,0.1056
38.0100,5.4804,-0.2426,-0.0599,2.7658,25.7760,-0.2500,0.1384,-0.0070,0.0109,-0.0000,1.4812,0.5000,4.9527,-0.0000,0.0001,-0.0000,4.9397,-0.3870,0.7741,2.4699,25.4975,-0.2500,1.7262,0.5000,-0.0873,0.0925,-0.0720,0.1053
38.0200,5.4778,-0.2563,-0.0323,2.7659,25.7735,-0.2500,0.1383,-0.0070,0.0109,0.0000,1.4862,0.5000,4.9526,-0.0000,0.0001,0.0000,4.9358,-0.3994,0.7988,2.4679,25.4950,-0.2500,1.7312,0.5000,-0.0871,0.0918,-0.0714,0.1050
38.0300,5.4751,-0.2700,-0.0046,2.7660,25.7710,-0.2500,0.1382,-0.0070,0.0109,0.0001,1.4912,0.5000,4.9526,0.0000,0.0001,-0.0000,4.9317,-0.4117,0.8235,2.4659,25.4925,-0.2500,1.7362,0.5000,-0.0869,0.0912,-0.0708,0.1047
38.0400,5.4723,-0.2837,0.0230,2.7660,25.7685,-0.2500,0.1381,-0.0070,0.0109,0.0002,1.4962,0.5000,4.9525,0.0000,0.0001,-0.0000,4.9275,-0.4241,0.8481,2.4638,25.4900,-0.2500,1.7412,0.5000,-0.0867,0.0905,-0.0701,0.1044
38.0500,5.4693,-0.2974,0.0507,2.7660,25.7660,-0.2500,0.1381,-0.0070,0.0109,0.0003,1.5012,0.5000,4.9525,0.0000,0.0001,0.0000,4.9232,-0.4364,0.8727,2.4616,25.4875,-0.2500,1.7462,0.5000,-0.0865,0.0899,-0.0695,0.1041
38.0600,5.4662,-0.3110,0.0784,2.7659,25.7635,-0.2500,0.1380,-0.0070,0.0109,0.0003,1.5062,0.5000,4.9524,0.0000,0.0001,0.0000,4.9188,-0.4487,0.8973,2.4594,25.4850,-0.2500,1.7512,0.5000,-0.0863,0.0893,-0.0689,0.1037
38.0700,5.4630,-0.3247,0.1060,2.7657,25.7610,-0.2500,0.1379,-0.0070,0.0110,0.0004,1.5112,0.5000,4.9524,0.0000,0.0001,-0.0000,4.9143,-0.4610,0.9219,2.4571,25.4825,-0.2500,1.7562,0.5000,-0.0861,0.0886,-0.0683,0.1034
38.0800,5.4596,-0.3384,0.1337,2.7654,25.7585,-0.2500,0.1379,-0.0070,0.0110,0.0005,1.5162,0.5000,4.9523,0.0000,0.0001,-0.0000,4.9096,-0.4732,0.9465,2.4548,25.4800,-0.2500,1.7612,0.5000,-0.0859,0.0880,-0.0677,0.1030
38.0900,5.4561,-0.3520,0.1613,2.7651,25.7560,-0.2500,0.1378,-0.0070,0.0110,0.0006,1.5212,0.5000,4.9523,0.0000,0.0001,0.0000,4.9048,-0.4855,0.9710,2.4524,25.4775,-0.2500,1.7662,0.5000,-0.0857,0.0873,-0.0671,0.1027
38.1000,5.4524,-0.3656,0.1890,2.7647,25.7535,-0.2500,0.1377,-0.0070,0.0110,0.0006,1.5262,0.5000,4.9522,0.0000,0.0001,-0.0000,4.8999,-0.4978,0.9955,2.4499,25.4750,-0.2500,1.7712,0.5000,-0.0855,0.0867,-0.0665,0.1023
38.1100,5.4486,-0.3793,0.2166,2.7642,25.7510,-0.2500,0.1377,-0.0070,0.0110,0.0007,1.5312,0.5000,4.9522,0.0000,0.0001,-0.0000,4.8949,-0.5100,1.0200,2.4474,25.4725,-0.2500,1.7762,0.5000,-0.0852,0.0860,-0.0660,0.1020
38.1200,5.4447,-0.3929,0.2442,2.7637,25.7485,-0.2500,0.1376,-0.0070,0.0110,0.0008,1.5362,0.5000,4.9521,0.0000,0.0001,-0.0000,4.8897,-0.5222,1.0445,2.4448,25.4700,-0.2500,1.7812,0.5000,-0.0850,0.0853,-0.0654,0.1016
38.1300,5.4406,-0.4065,0.2719,2.7631,25.7460,-0.2500,0.1375,-0.0070,0.0110,0.0008,1.5412,0.5000,4.9521,0.0000,0.0001,0.0000,4.8844,-0.5345,1.0689,2.4422,25.4675,-0.2500,1.7862,0.5000,-0.0848,0.0847,-0.0648,0.1012
38.1400,5.4364,-0.4201,0.2995,2.7624,25.7435,-0.2500,0.1374,-0.0069,0.0110,0.0009,1.5462,0.5000,4.9521,0.0000,0.0001,-0.0000,4.8790,-0.5467,1.0933,2.4395,25.4650,-0.2500,1.7912,0.5000,-0.0846,0.0840,-0.0642,0.1009
38.1500,5.4321,-0.4337,0.3271,2.7616,25.7410,-0.2500,0.1374,-0.0069,0.0110,0.0010,1.5512,0.5000,4.9520,0.0000,0.0001,-0.0000,4.8735,-0.5588,1.1177,2.4367,25.4625,-0.2500,1.7962,0.5000,-0.0844,0.0833,-0.0636,0.1005
38.1600,5.4276,-0.4473,0.3547,2.7608,25.7385,-0.2500,0.1373,-0.0069,0.0110,0.0011,1.5562,0.5000,4.9520,0.0000,0.0001,0.0000,4.8678,-0.5710,1.1420,2.4339,25.4600,-0.2500,1.8012,0.5000,-0.0841,0.0827,-0.0631,0.1001
38.1700,5.4230,-0.4609,0.3823,2.7599,25.7360,-0.2500,0.1372,-0.0069,0.0110,0.0011,1.5612,0.5000,4.9519,0.0000,0.0001,0.0000,4.8621,-0.5832,1.1664,2.4310,25.4575,-0.2500,1.8062,0.5000,-0.0839,0.0820,-0.0625,0.0997
38.1800,5.4183,-0.4744,0.4099,2.7590,25.7335,-0.2500,0.1372,-0.0069,0.0110,0.0012,1.5662,0.5000,4.9519,0.0000,0.0001,-0.0000,4.8562,-0.5953,1.1907,2.4281,25.4550,-0.2500,1.8112,0.5000,-0.0837,0.0813,-0.0619,0.0993
38.1900,5.4134,-0.4880,0.4375,2.7580,25.7310,-0.2500,0.1371,-0.0069,0.0111,0.0013,1.5712,0.5000,4.9518,0.0000,0.0001,-0.0000,4.8501,-0.6075,1.2149,2.4251,25.4525,-0.2500,1.8162,0.5000,-0.0835,0.0807,-0.0614,0.0989
38.2000,5.4084,-0.5015,0.4651,2.7569,25.7285,-0.2500,0.1370,-0.0069,0.0111,0.0013,1.5762,0.5000,4.9518,0.0000,0.0001,0.0000,4.8440,-0.6196,1.2392,2.4220,25.4500,-0.2500,1.8212,0.5000,-0.0832,0.0800,-0.0608,0.0985
38.2100,5.4032,-0.5150,0.4926,2.7557,25.7260,-0.2500,0.1370,-0.0069,0.0111,0.0014,1.5812,0.5000,4.9517,0.0000,0.0001,0.0000,4.8378,-0.6317,1.2634,2.4189,25.4475,-0.2500,1.8262,0.5000,-0.0830,0.0793,-0.0603,0.0980
38.2200,5.3979,-0.5285,0.5202,2.7545,25.7235,-0.2500,0.1369,-0.0069,0.0111,0.0015,1.5862,0.5000,4.9517,0.0000,0.0001,-0.0000,4.8314,-0.6438,1.2875,2.4157,25.4450,-0.2500,1.8312,0.5000,-0.0827,0.0786,-0.0597,0.0976
38.2300,5.3925,-0.5420,0.5477,2.7532,25.7210,-0.2500,0.1368,-0.0068,0.0111,0.0015,1.5912,0.5000,4.9516,0.0000,0.0001,0.0000,4.8249,-0.6558,1.3117,2.4124,25.4425,-0.2500,1.8362,0.5000,-0.0825,0.0780,-0.0592,0.0972
38.2400,5.3870,-0.5555,0.5752,2.7518,25.7185,-0.2500,0.1368,-0.0068,0.0111,0.0016,1.5962,0.5000,4.9516,0.0000,0.0001,0.0000,4.8183,-0.6679,1.3358,2.4091,25.4400,-0.2500,1.8412,0.5000,-0.0823,0.0773,-0.0587,0.0968
38.2500,5.3813,-0.5690,0.6027,2.7504,25.7160,-0.2500,0.1367,-0.0068,0.0111,0.0017,1.6012,0.5000,4.9515,0.0000,0.0001,0.0000,4.8115,-0.6799,1.3599,2.4058,25.4375,-0.2500,1.8462,0.5000,-0.0820,0.0766,-0.0581,0.0963
38.2600,5.3755,-0.5824,0.6302,2.7489,25.7135,-0.2500,0.1366,-0.0068,0.0112,0.0018,1.6062,0.5000,4.9515,0.0000,0.0001,-0.0000,4.8047,-0.6920,1.3839,2.4023,25.4350,-0.2500,1.8512,0.5000,-0.0818,0.0759,-0.0576,0.0959
38.2700,5.3695,-0.5959,0.6577,2.7473,25.7110,-0.2500,0.1366,-0.0068,0.0112,0.0018,1.6112,0.5000,4.9515,0.0000,0.0001,0.0000,4.7977,-0.7040,1.4079,2.3988,25.4325,-0.2500,1.8562,0.5000,-0.0815,0.0752,-0.0571,0.0954
38.2800,5.3634,-0.6093,0.6851,2.7457,25.7085,-0.2500,0.1365,-0.0068,0.0112,0.0019,1.6162,0.5000,4.9514,0.0000,0.0001,0.0000,4.7906,-0.7159,1.4319,2.3953,25.4300,-0.2500,1.8612,0.5000,-0.0813,0.0745,-0.0566,0.0950
38.2900,5.3572,-0.6227,0.7126,2.7440,25.7060,-0.2500,0.1364,-0.0067,0.0112,0.0020,1.6212,0.5000,4.9514,0.0000,0.0001,-0.0000,4.7834,-0.7279,1.4558,2.3917,25.4275,-0.2500,1.8662,0.5000,-0.0810,0.0738,-0.0560,0.0945
38.3000,5.3508,-0.6361,0.7400,2.7422,25.7035,-0.2500,0.1364,-0.0067,0.0112,0.0020,1.6262,0.5000,4.9513,0.0000,0.0001,0.0000,4.7760,-0.7399,1.4797,2.3880,25.4250,-0.2500,1.8712,0.5000,-0.0808,0.0731,-0.0555,0.0941
38.3100,5.3443,-0.6495,0.7674,2.7403,25.7010,-0.2500,0.1363,-0.0067,0.0113,0.0021,1.6312,0.5000,4.9513,0.0000,0.0001,0.0000,4.7686,-0.7518,1.5036,2.3843,25.4225,-0.2500,1.8762,0.5000,-0.0805,0.0724,-0.0550,0.0936
38.3200,5.3377,-0.6628,0.7948,2.7384,25.6985,-0.2500,0.1362,-0.0067,0.0113,0.0022,1.6362,0.5000,4.9512,0.0000,0.0001,-0.0000,4.7610,-0.7637,1.5274,2.3805,25.4200,-0.2500,1.8812,0.5000,-0.0803,0.0717,-0.0545,0.0931
38.3300,5.3309,-0.6762,0.8222,2.7364,25.6960,-0.2500,0.1362,-0.0067,0.0113,0.0022,1.6412,0.5000,4.9512,0.0000,0.0001,-0.0000,4.7533,-0.7756,1.5512,2.3766,25.4175,-0.2500,1.8862,0.5000,-0.0800,0.0710,-0.0540,0.0926
38.3400,5.3240,-0.6895,0.8495,2.7344,25.6935,-0.2500,0.1361,-0.0066,0.0113,0.0023,1.6462,0.5000,4.9511,0.0000,0.0001,0.0000,4.7455,-0.7875,1.5749,2.3727,25.4150,-0.2500,1.8912,0.5000,-0.0797,0.0703,-0.0535,0.0921
38.3500,5.3170,-0.7028,0.8768,2.7323,25.6910,-0.2500,0.1360,-0.0066,0.0114,0.0024,1.6512,0.5000,4.9511,0.0000,0.0001,-0.0000,4.7375,-0.7993,1.5986,2.3688,25.4125,-0.2500,1.8962,0.5000,-0.0795,0.0696,-0.0531,0.0917
38.3600,5.3098,-0.7161,0.9041,2.7301,25.6885,-0.2500,0.1360,-0.0066,0.0114,0.0024,1.6562,0.5000,4.9511,0.0000,0.0001,-0.0000,4.7295,-0.8112,1.6223,2.3647,25.4100,-0.2500,1.9012,0.5000,-0.0792,0.0689,-0.0526,0.0912
38.3700,5.3025,-0.7294,0.9314,2.7278,25.6860,-0.2500,0.1359,-0.0066,0.0114,0.0025,1.6612,0.5000,4.9510,0.0000,0.0001,-0.0000,4.7213,-0.8230,1.6459,2.3607,25.4075,-0.2500,1.9062,0.5000,-0.0789,0.0682,-0.0521,0.0907
38.3800,5.2951,-0.7427,0.9587,2.7255,25.6835,-0.2500,0.1358,-0.0065,0.0114,0.0026,1.6662,0.5000,4.9510,0.0000,0.0001,0.0000,4.7130,-0.8348,1.6695,2.3565,25.4050,-0.2500,1.9112,0.5000,-0.0787,0.0675,-0.0516,0.0902
38.3900,5.2876,-0.7559,0.9859,2.7231,25.6810,-0.2500,0.1358,-0.0065,0.0115,0.0026,1.6712,0.5000,4.9509,0.0000,0.0001,-0.0000,4.7046,-0.8465,1.6931,2.3523,25.4025,-0.2500,1.9162,0.5000,-0.0784,0.0668,-0.0512,0.0896
38.4000,5.2799,-0.7691,1.0131,2.7206,25.6785,-0.2500,0.1357,-0.0065,0.0115,0.0027,1.6762,0.5000,4.9509,0.0000,0.0001,-0.0000,4.6961,-0.8583,1.7166,2.3481,25.4000,-0.2500,1.9212,0.5000,-0.0781,0.0661,-0.0507,0.0891
38.4100,5.2720,-0.7823,1.0403,2.7181,25.6760,-0.2500,0.1356,-0.0065,0.0115,0.0028,1.6812,0.5000,4.9508,0.0000,0.0001,0.0000,4.6875,-0.8700,1.7400,2.3437,25.3975,-0.2500,1.9262,0.5000,-0.0778,0.0654,-0.0502,0.0886
38.4200,5.2641,-0.7955,1.0674,2.7155,25.6735,-0.2500,0.1356,-0.0064,0.0115,0.0028,1.6862,0.5000,4.9508,0.0000,0.0001,0.0000,4.6787,-0.8817,1.7634,2.3394,25.3950,-0.2500,1.9312,0.5000,-0.0776,0.0647,-0.0498,0.0881
38.4300,5.2560,-0.8087,1.0946,2.7128,25.6710,-0.2500,0.1355,-0.0064,0.0116,0.0029,1.6912,0.5000,4.9508,0.0000,0.0001,-0.0000,4.6698,-0.8934,1.7868,2.3349,25.3925,-0.2500,1.9362,0.5000,-0.0773,0.0640,-0.0493,0.0876
38.4400,5.2478,-0.8218,1.1217,2.7101,25.6685,-0.2500,0.1354,-0.0064,0.0116,0.0030,1.6962,0.5000,4.9507,0.0000,0.0001,-0.0000,4.6608,-0.9051,1.8101,2.3304,25.3900,-0.2500,1.9412,0.5000,-0.0770,0.0632,-0.0489,0.0870
38.4500,5.2394,-0.8349,1.1487,2.7073,25.6660,-0.2500,0.1354,-0.0064,0.0116,0.0030,1.7012,0.5000,4.9507,0.0000,0.0001,0.0000,4.6517,-0.9167,1.8334,2.3259,25.3875,-0.2500,1.9462,0.5000,-0.0767,0.0625,-0.0485,0.0865
38.4600,5.2310,-0.8480,1.1758,2.7044,25.6635,-0.2500,0.1353,-0.0063,0.0117,0.0031,1.7062,0.5000,4.9506,0.0000,0.0001,0.0000,4.6425,-0.9283,1.8567,2.3212,25.3850,-0.2500,1.9512,0.5000,-0.0764,0.0618,-0.0480,0.0860
38.4700,5.2223,-0.8611,1.2028,2.7015,25.6610,-0.2500,0.1352,-0.0063,0.0117,0.0032,1.7112,0.5000,4.9506,0.0000,0.0001,-0.0000,4.6332,-0.9399,1.8799,2.3166,25.3825,-0.2500,1.9562,0.5000,-0.0761,0.0611,-0.0476,0.0854
38.4800,5.2136,-0.8742,1.2298,2.6985,25.6585,-0.2500,0.1352,-0.0063,0.0117,0.0032,1.7162,0.5000,4.9506,0.0000,0.0001,0.0000,4.6237,-0.9515,1.9030,2.3119,25.3800,-0.2500,1.9612,0.5000,-0.0758,0.0603,-0.0472,0.0849
38.4900,5.2047,-0.8872,1.2567,2.6954,25.6560,-0.2500,0.1351,-0.0062,0.0118,0.0033,1.7212,0.5000,4.9505,0.0000,0.0001,0.0000,4.6141,-0.9630,1.9261,2.3071,25.3775,-0.2500,1.9662,0.5000,-0.0756,0.0596,-0.0468,0.0843
38.5000,5.1957,-0.9002,1.2836,2.6923,25.6535,-0.2500,0.1351,-0.0062,0.0118,0.0034,1.7262,0.5000,4.9505,0.0000,0.0001,0.0000,4.6044,-0.9746,1.9491,2.3022,25.3750,-0.2500,1.9712,0.5000,-0.0753,0.0589,-0.0464,0.0838
38.5100,5.1866,-0.9132,1.3105,2.6891,25.6510,-0.2500,0.1350,-0.0062,0.0118,0.0034,1.7312,0.5000,4.9504,0.0000,0.0001,-0.0000,4.5946,-0.9861,1.9721,2.2973,25.3725,-0.2500,1.9762,0.5000,-0.0750,0.0582,-0.0460,0.0832
38.5200,5.1773,-0.9262,1.3374,2.6858,25.6485,-0.2500,0.1349,-0.0061,0.0119,0.0035,1.7362,0.5000,4.9504,0.0001,0.0001,0.0000,4.5847,-0.9975,1.9951,2.2924,25.3700,-0.2500,1.9812,0.5000,-0.0747,0.0574,-0.0456,0.0826
38.5300,5.1679,-0.9391,1.3642,2.6825,25.6460,-0.2500,0.1349,-0.0061,0.0119,0.0036,1.7412,0.5000,4.9504,0.0001,0.0001,0.0000,4.5747,-1.0090,2.0180,2.2873,25.3675,-0.2500,1.9862,0.5000,-0.0744,0.0567,-0.0452,0.0821
38.5400,5.1584,-0.9520,1.3910,2.6790,25.6435,-0.2500,0.1348,-0.0061,0.0119,0.0036,1.7462,0.5000,4.9503,0.0001,0.0001,-0.0000,4.5645,-1.0204,2.0408,2.2823,25.3650,-0.2500,1.9912,0.5000,-0.0741,0.0560,-0.0448,0.0815
38.5500,5.1488,-0.9649,1.4178,2.6756,25.6410,-0.2500,0.1348,-0.0060,0.0120,0.0037,1.7512,0.5000,4.9503,0.0001,0.0001,0.0000,4.5543,-1.0318,2.0636,2.2771,25.3625,-0.2500,1.9962,0.5000,-0.0738,0.0552,-0.0444,0.0809
38.5600,5.1390,-0.9778,1.4445,2.6720,25.6385,-0.2500,0.1347,-0.0060,0.0120,0.0037,1.7562,0.5000,4.9502,0.0001,0.0001,0.0000,4.5439,-1.0432,2.0864,2.2720,25.3600,-0.2500,2.0012,0.5000,-0.0735,0.0545,-0.0440,0.0803
38.5700,5.1291,-0.9907,1.4712,2.6684,25.6360,-0.2500,0.1346,-0.0060,0.0120,0.0038,1.7612,0.5000,4.9502,0.0001,0.0001,-0.0000,4.5334,-1.0545,2.1091,2.2667,25.3575,-0.2500,2.0062,0.5000,-0.0732,0.0538,-0.0437,0.0798
38.5800,5.1191,-1.0035,1.4978,2.6647,25.6335,-0.2500,0.1346,-0.0059,0.0121,0.0039,1.7662,0.5000,4.9502,0.0001,0.0001,-0.0000,4.5228,-1.0659,2.1317,2.2614,25.3550,-0.2500,2.0112,0.5000,-0.0728,0.0530,-0.0433,0.0792
38.5900,5.1089,-1.0163,1.5244,2.6610,25.6310,-0.2500,0.1345,-0.0059,0.0121,0.0039,1.7712,0.5000,4.9501,0.0001,0.0001,0.0000,4.5121,-1.0771,2.1543,2.2560,25.3525,-0.2500,2.0162,0.5000,-0.0725,0.0523,-0.0429,0.0786
38.6000,5.0986,-1.0291,1.5510,2.6572,25.6285,-0.2500,0.1345,-0.0058,0.0122,0.0040,1.7762,0.5000,4.9501,0.0001,0.0001,-0.0000,4.5013,-1.0884,2.1768,2.2506,25.3500,-0.2500,2.0212,0.5000,-0.0722,0.0515,-0.0426,0.0780
38.6100,5.0882,-1.0418,1.5775,2.6533,25.6260,-0.2500,0.1344,-0.0058,0.0122,0.0040,1.7812,0.5000,4.9501,0.0001,0.0001,-0.0000,4.4903,-1.0997,2.1993,2.2452,25.3475,-0.2500,2.0262,0.5000,-0.0719,0.0508,-0.0422,0.0774
38.6200,5.0776,-1.0545,1.6040,2.6494,25.6235,-0.2500,0.1343,-0.0058,0.0122,0.0041,1.7862,0.5000,4.9500,0.0001,0.0001,-0.0000,4.4793,-1.1109,2.2217,2.2396,25.3450,-0.2500,2.0312,0.5000,-0.0716,0.0501,-0.0419,0.0768
38.6300,5.0670,-1.0672,1.6305,2.6454,25.6210,-0.2500,0.1343,-0.0057,0.0123,0.0042,1.7912,0.5000,4.9500,0.0001,0.0001,0.0000,4.4681,-1.1220,2.2441,2.2341,25.3425,-0.2500,2.0362,0.5000,-0.0713,0.0493,-0.0416,0.0762
38.6400,5.0562,-1.0799,1.6569,2.6413,25.6185,-0.2500,0.1342,-0.0057,0.0123,0.0042,1.7962,0.5000,4.9499,0.0001,0.0001,-0.0000,4.4568,-1.1332,2.2664,2.2284,25.3400,-0.2500,2.0412,0.5000,-0.0710,0.0486,-0.0412,0.0756
38.6500,5.0452,-1.0925,1.6833,2.6372,25.6160,-0.2500,0.1342,-0.0056,0.0124,0.0043,1.8012,0.5000,4.9499,0.0001,0.0001,-0.0000,4.4454,-1.1443,2.2887,2.2227,25.3375,-0.2500,2.0462,0.5000,-0.0706,0.0478,-0.0409,0.0750
38.6600,5.0342,-1.1052,1.7096,2.6329,25.6135,-0.2500,0.1341,-0.0056,0.0124,0.0043,1.8062,0.5000,4.9499,0.0001,0.0001,0.0000,4.4339,-1.1554,2.3109,2.2170,25.3350,-0.2500,2.0512,0.5000,-0.0703,0.0471,-0.0406,0.0744
38.6700,5.0230,-1.1178,1.7359,2.6287,25.6110,-0.2500,0.1341,-0.0056,0.0125,0.0044,1.8112,0.5000,4.9498,0.0001,0.0001,0.0000,4.4223,-1.1665,2.3330,2.2112,25.3325,-0.2500,2.0562,0.5000,-0.0700,0.0463,-0.0403,0.0737
38.6800,5.0117,-1.1303,1.7621,2.6243,25.6085,-0.2500,0.1340,-0.0055,0.0125,0.0044,1.8162,0.5000,4.9498,0.0001,0.0001,-0.0000,4.4106,-1.1775,2.3551,2.2053,25.3300,-0.2500,2.0612,0.5000,-0.0697,0.0456,-0.0400,0.0731
38.6900,5.0003,-1.1428,1.7883,2.6199,25.6060,-0.2500,0.1339,-0.0055,0.0125,0.0045,1.8212,0.5000,4.9498,0.0001,0.0001,-0.0000,4.3988,-1.1886,2.3771,2.1994,25.3275,-0.2500,2.0662,0.5000,-0.0693,0.0448,-0.0397,0.0725
38.7000,4.9887,-1.1553,1.8145,2.6155,25.6035,-0.2500,0.1339,-0.0054,0.0126,0.0046,1.8262,0.5000,4.9497,0.0001,0.0001,0.0000,4.3868,-1.1995,2.3991,2.1934,25.3250,-0.2500,2.0712,0.5000,-0.0690,0.0441,-0.0394,0.0719
38.7100,4.9771,-1.1678,1.8406,2.6109,25.6010,-0.2500,0.1338,-0.0054,0.0126,0.0046,1.8312,0.5000,4.9497,0.0001,0.0001,0.0000,4.3748,-1.2105,2.4210,2.1874,25.3225,-0.2500,2.0762,0.5000,-0.0687,0.0433,-0.0391,0.0712
38.7200,4.9652,-1.1803,1.8667,2.6063,25.5985,-0.2500,0.1338,-0.0053,0.0127,0.0047,1.8362,0.5000,4.9497,0.0001,0.0001,-0.0000,4.3626,-1.2214,2.4428,2.1813,25.3200,-0.2500,2.0812,0.5000,-0.0683,0.0425,-0.0388,0.0706
38.7300,4.9533,-1.1927,1.8927,2.6017,25.5960,-0.2500,0.1337,-0.0053,0.0127,0.0047,1.8412,0.5000,4.9496,0.0001,0.0001,0.0000,4.3504,-1.2323,2.4646,2.1752,25.3175,-0.2500,2.0862,0.5000,-0.0680,0.0418,-0.0386,0.0700
38.7400,4.9413,-1.2051,1.9186,2.5969,25.5935,-0.2500,0.1337,-0.0053,0.0128,0.0048,1.8462,0.5000,4.9496,0.0001,0.0001,0.0000,4.3380,-1.2432,2.4863,2.1690,25.3150,-0.2500,2.0912,0.5000,-0.0677,0.0410,-0.0383,0.0693
