time,x,vx,y,vy,z,vz,phi,p,theta,q,psi,r,U1,U2,U3,U4,x_d,vx_d,y_d,vy_d,z_d,vz_d,psi_d,psi_dot_d,Ux,Uy,phi_d,theta_d
1.3000,5.8950,-0.2488,1.9268,4.6616,35.0615,-0.0294,0.5430,0.5074,-0.3814,0.9466,1.6172,0.9133,6.3407,-0.0096,0.0127,-0.0095,3.9804,-1.5130,3.0259,1.9902,34.6750,-0.2500,2.2208,0.5000,-0.3837,-0.0773,-0.3600,0.1834
1.3100,5.8918,-0.3161,1.9738,4.6989,35.0612,-0.0320,0.5478,0.4889,-0.3718,0.9631,1.6263,0.9086,6.3368,-0.0099,0.0118,-0.0094,3.9652,-1.5229,3.0458,1.9826,34.6725,-0.2500,2.2258,0.5000,-0.3740,-0.0838,-0.3551,0.1729
1.3200,5.8880,-0.3842,2.0211,4.7344,35.0608,-0.0347,0.5525,0.4699,-0.3620,0.9785,1.6354,0.9039,6.3326,-0.0102,0.0109,-0.0093,3.9500,-1.5328,3.0656,1.9750,34.6700,-0.2500,2.2308,0.5000,-0.3641,-0.0903,-0.3501,0.1624
1.3300,5.8834,-0.4529,2.0688,4.7682,35.0605,-0.0373,0.5571,0.4506,-0.3521,0.9928,1.6444,0.8993,6.3282,-0.0105,0.0101,-0.0092,3.9346,-1.5426,3.0853,1.9673,34.6675,-0.2500,2.2358,0.5000,-0.3540,-0.0967,-0.3450,0.1519
1.3400,5.8782,-0.5223,2.1168,4.8002,35.0601,-0.0400,0.5614,0.4310,-0.3420,1.0061,1.6533,0.8948,6.3236,-0.0107,0.0092,-0.0091,3.9191,-1.5525,3.1049,1.9596,34.6650,-0.2500,2.2408,0.5000,-0.3438,-0.1030,-0.3399,0.1413
1.3500,5.8723,-0.5923,2.1651,4.8305,35.0596,-0.0427,0.5655,0.4111,-0.3319,1.0184,1.6622,0.8903,6.3187,-0.0109,0.0084,-0.0090,3.9035,-1.5622,3.1245,1.9518,34.6625,-0.2500,2.2458,0.5000,-0.3333,-0.1092,-0.3347,0.1306
1.3600,5.8657,-0.6629,2.2137,4.8589,35.0592,-0.0454,0.5694,0.3910,-0.3216,1.0297,1.6711,0.8858,6.3137,-0.0111,0.0076,-0.0089,3.8879,-1.5720,3.1440,1.9439,34.6600,-0.2500,2.2508,0.5000,-0.3227,-0.1154,-0.3294,0.1199
1.3700,5.8583,-0.7339,2.2625,4.8855,35.0587,-0.0481,0.5731,0.3707,-0.3112,1.0400,1.6799,0.8814,6.3084,-0.0112,0.0069,-0.0088,3.8721,-1.5817,3.1634,1.9360,34.6575,-0.2500,2.2558,0.5000,-0.3120,-0.1215,-0.3241,0.1092
1.3800,5.8503,-0.8054,2.3116,4.9103,35.0582,-0.0508,0.5766,0.3502,-0.3007,1.0494,1.6887,0.8771,6.3029,-0.0113,0.0062,-0.0087,3.8562,-1.5913,3.1827,1.9281,34.6550,-0.2500,2.2608,0.5000,-0.3011,-0.1274,-0.3187,0.0985
1.3900,5.8415,-0.8773,2.3610,4.9332,35.0577,-0.0536,0.5799,0.3297,-0.2901,1.0580,1.6974,0.8728,6.2973,-0.0114,0.0055,-0.0086,3.8403,-1.6010,3.2019,1.9201,34.6525,-0.2500,2.2658,0.5000,-0.2901,-0.1334,-0.3133,0.0877
1.4000,5.8320,-0.9495,2.4105,4.9544,35.0571,-0.0563,0.5830,0.3090,-0.2794,1.0657,1.7061,0.8685,6.2916,-0.0114,0.0048,-0.0085,3.8242,-1.6105,3.2211,1.9121,34.6500,-0.2500,2.2708,0.5000,-0.2789,-0.1392,-0.3078,0.0769
1.4100,5.8218,-1.0219,2.4603,4.9738,35.0565,-0.0591,0.5859,0.2884,-0.2687,1.0726,1.7147,0.8643,6.2856,-0.0114,0.0042,-0.0084,3.8081,-1.6201,3.2402,1.9040,34.6475,-0.2500,2.2758,0.5000,-0.2676,-0.1449,-0.3023,0.0661
1.4200,5.8108,-1.0946,2.5102,4.9913,35.0559,-0.0619,0.5885,0.2677,-0.2579,1.0787,1.7233,0.8602,6.2795,-0.0114,0.0036,-0.0083,3.7918,-1.6296,3.2592,1.8959,34.6450,-0.2500,2.2808,0.5000,-0.2562,-0.1505,-0.2968,0.0553
1.4300,5.7992,-1.1675,2.5602,5.0070,35.0552,-0.0647,0.5910,0.2471,-0.2471,1.0841,1.7319,0.8561,6.2733,-0.0113,0.0031,-0.0082,3.7755,-1.6390,3.2781,1.8877,34.6425,-0.2500,2.2858,0.5000,-0.2447,-0.1561,-0.2912,0.0445
1.4400,5.7868,-1.2405,2.6105,5.0209,35.0546,-0.0675,0.5933,0.2266,-0.2362,1.0889,1.7404,0.8520,6.2670,-0.0113,0.0026,-0.0081,3.7590,-1.6485,3.2969,1.8795,34.6400,-0.2500,2.2908,0.5000,-0.2331,-0.1615,-0.2856,0.0336
1.4500,5.7736,-1.3136,2.6608,5.0331,35.0539,-0.0704,0.5953,0.2061,-0.2253,1.0930,1.7489,0.8480,6.2605,-0.0112,0.0022,-0.0080,3.7425,-1.6578,3.3157,1.8712,34.6375,-0.2500,2.2958,0.5000,-0.2214,-0.1669,-0.2801,0.0228
1.4600,5.7597,-1.3868,2.7112,5.0434,35.0531,-0.0732,0.5972,0.1858,-0.2143,1.0964,1.7573,0.8441,6.2539,-0.0111,0.0017,-0.0079,3.7259,-1.6672,3.3343,1.8629,34.6350,-0.2500,2.3008,0.5000,-0.2096,-0.1722,-0.2745,0.0120
1.4700,5.7451,-1.4599,2.7617,5.0520,35.0524,-0.0761,0.5989,0.1656,-0.2033,1.0993,1.7657,0.8401,6.2472,-0.0109,0.0013,-0.0078,3.7092,-1.6765,3.3529,1.8546,34.6325,-0.2500,2.3058,0.5000,-0.1978,-0.1773,-0.2689,0.0011
1.4800,5.7298,-1.5329,2.8123,5.0588,35.0516,-0.0789,0.6003,0.1456,-0.1923,1.1017,1.7741,0.8363,6.2404,-0.0108,0.0010,-0.0077,3.6923,-1.6857,3.3714,1.8462,34.6300,-0.2500,2.3108,0.5000,-0.1859,-0.1824,-0.2633,-0.0097
1.4900,5.7138,-1.6059,2.8630,5.0638,35.0508,-0.0818,0.6016,0.1258,-0.1812,1.1036,1.7824,0.8324,6.2335,-0.0106,0.0006,-0.0077,3.6754,-1.6949,3.3899,1.8377,34.6275,-0.2500,2.3158,0.5000,-0.1739,-0.1873,-0.2577,-0.0205
1.5000,5.6970,-1.6787,2.9136,5.0671,35.0499,-0.0847,0.6026,0.1062,-0.1702,1.1050,1.7907,0.8286,6.2266,-0.0104,0.0003,-0.0076,3.6584,-1.7041,3.4082,1.8292,34.6250,-0.2500,2.3208,0.5000,-0.1618,-0.1922,-0.2521,-0.0313
1.5100,5.6795,-1.7513,2.9643,5.0686,35.0490,-0.0876,0.6035,0.0869,-0.1591,1.1059,1.7989,0.8249,6.2195,-0.0102,0.0001,-0.0075,3.6414,-1.7132,3.4264,1.8207,34.6225,-0.2500,2.3258,0.5000,-0.1498,-0.1969,-0.2465,-0.0421
1.5200,5.6612,-1.8236,3.0150,5.0685,35.0481,-0.0905,0.6042,0.0678,-0.1481,1.1064,1.8072,0.8212,6.2124,-0.0100,-0.0002,-0.0074,3.6242,-1.7223,3.4446,1.8121,34.6200,-0.2500,2.3308,0.5000,-0.1376,-0.2016,-0.2410,-0.0528
1.5300,5.6423,-1.8957,3.0657,5.0666,35.0472,-0.0934,0.6047,0.0489,-0.1370,1.1065,1.8153,0.8175,6.2052,-0.0098,-0.0004,-0.0073,3.6069,-1.7313,3.4627,1.8035,34.6175,-0.2500,2.3358,0.5000,-0.1255,-0.2061,-0.2354,-0.0636
1.5400,5.6226,-1.9674,3.1163,5.0631,35.0462,-0.0963,0.6050,0.0303,-0.1259,1.1063,1.8235,0.8139,6.1980,-0.0095,-0.0007,-0.0072,3.5896,-1.7403,3.4807,1.7948,34.6150,-0.2500,2.3408,0.5000,-0.1133,-0.2105,-0.2299,-0.0743
1.5500,5.6022,-2.0388,3.1669,5.0579,35.0452,-0.0993,0.6051,0.0120,-0.1149,1.1057,1.8316,0.8103,6.1907,-0.0093,-0.0009,-0.0072,3.5721,-1.7493,3.4986,1.7861,34.6125,-0.2500,2.3458,0.5000,-0.1012,-0.2148,-0.2245,-0.0849
1.5600,5.5811,-2.1098,3.2174,5.0510,35.0442,-0.1022,0.6050,-0.0060,-0.1038,1.1047,1.8396,0.8068,6.1834,-0.0090,-0.0011,-0.0071,3.5546,-1.7582,3.5164,1.7773,34.6100,-0.2500,2.3508,0.5000,-0.0890,-0.2190,-0.2190,-0.0956
1.5700,5.5593,-2.1803,3.2678,5.0425,35.0432,-0.1051,0.6048,-0.0237,-0.0928,1.1034,1.8477,0.8033,6.1761,-0.0088,-0.0012,-0.0070,3.5369,-1.7671,3.5341,1.7685,34.6075,-0.2500,2.3558,0.5000,-0.0768,-0.2231,-0.2136,-0.1062
1.5800,5.5368,-2.2504,3.3181,5.0323,35.0421,-0.1081,0.6044,-0.0411,-0.0818,1.1018,1.8557,0.7999,6.1688,-0.0085,-0.0014,-0.0069,3.5192,-1.7759,3.5518,1.7596,34.6050,-0.2500,2.3608,0.5000,-0.0646,-0.2271,-0.2083,-0.1167
1.5900,5.5136,-2.3199,3.3683,5.0206,35.0410,-0.1111,0.6038,-0.0582,-0.0708,1.0999,1.8636,0.7964,6.1615,-0.0083,-0.0016,-0.0068,3.5014,-1.7847,3.5693,1.7507,34.6025,-0.2500,2.3658,0.5000,-0.0524,-0.2310,-0.2030,-0.1273
1.6000,5.4897,-2.3889,3.4184,5.0073,35.0398,-0.1140,0.6031,-0.0750,-0.0598,1.0977,1.8716,0.7931,6.1542,-0.0080,-0.0017,-0.0068,3.4835,-1.7934,3.5868,1.7418,34.6000,-0.2500,2.3708,0.5000,-0.0403,-0.2347,-0.1977,-0.1377
1.6100,5.4651,-2.4573,3.4683,4.9924,35.0387,-0.1170,0.6021,-0.0914,-0.0489,1.0952,1.8795,0.7897,6.1469,-0.0078,-0.0019,-0.0067,3.4656,-1.8021,3.6042,1.7328,34.5975,-0.2500,2.3758,0.5000,-0.0282,-0.2383,-0.1925,-0.1481
1.6200,5.4399,-2.5250,3.5181,4.9760,35.0375,-0.1200,0.6011,-0.1076,-0.0379,1.0924,1.8873,0.7864,6.1397,-0.0075,-0.0021,-0.0066,3.4475,-1.8107,3.6214,1.7237,34.5950,-0.2500,2.3808,0.5000,-0.0161,-0.2418,-0.1874,-0.1585
1.6300,5.4140,-2.5922,3.5677,4.9581,35.0362,-0.1230,0.5998,-0.1234,-0.0270,1.0894,1.8952,0.7832,6.1325,-0.0072,-0.0022,-0.0065,3.4293,-1.8193,3.6386,1.7147,34.5925,-0.2500,2.3858,0.5000,-0.0041,-0.2452,-0.1823,-0.1688
1.6400,5.3874,-2.6586,3.6171,4.9386,35.0350,-0.1259,0.5984,-0.1389,-0.0162,1.0861,1.9030,0.7799,6.1254,-0.0070,-0.0024,-0.0065,3.4111,-1.8279,3.6557,1.7056,34.5900,-0.2500,2.3908,0.5000,0.0079,-0.2485,-0.1772,-0.1790
1.6500,5.3601,-2.7243,3.6662,4.9177,35.0337,-0.1289,0.5969,-0.1541,-0.0054,1.0825,1.9107,0.7767,6.1184,-0.0067,-0.0025,-0.0064,3.3928,-1.8364,3.6727,1.6964,34.5875,-0.2500,2.3958,0.5000,0.0198,-0.2516,-0.1723,-0.1892
1.6600,5.3322,-2.7892,3.7152,4.8953,35.0324,-0.1319,0.5952,-0.1690,0.0054,1.0786,1.9185,0.7736,6.1114,-0.0065,-0.0027,-0.0063,3.3744,-1.8448,3.6897,1.6872,34.5850,-0.2500,2.4008,0.5000,0.0316,-0.2547,-0.1674,-0.1993
1.6700,5.3037,-2.8534,3.7639,4.8714,35.0310,-0.1349,0.5934,-0.1836,0.0162,1.0744,1.9262,0.7705,6.1046,-0.0062,-0.0028,-0.0062,3.3559,-1.8532,3.7065,1.6779,34.5825,-0.2500,2.4058,0.5000,0.0434,-0.2576,-0.1625,-0.2093
1.6800,5.2745,-2.9168,3.8124,4.8462,35.0296,-0.1379,0.5914,-0.1979,0.0269,1.0700,1.9338,0.7674,6.0979,-0.0060,-0.0030,-0.0062,3.3373,-1.8616,3.7232,1.6687,34.5800,-0.2500,2.4108,0.5000,0.0551,-0.2603,-0.1577,-0.2192
1.6900,5.2448,-2.9793,3.8606,4.8195,35.0282,-0.1409,0.5893,-0.2118,0.0375,1.0653,1.9415,0.7643,6.0912,-0.0057,-0.0032,-0.0061,3.3187,-1.8699,3.7399,1.6593,34.5775,-0.2500,2.4158,0.5000,0.0667,-0.2630,-0.1530,-0.2291
1.7000,5.2143,-3.0410,3.9085,4.7915,35.0268,-0.1439,0.5870,-0.2255,0.0481,1.0603,1.9491,0.7613,6.0848,-0.0055,-0.0034,-0.0060,3.2999,-1.8782,3.7564,1.6500,34.5750,-0.2500,2.4208,0.5000,0.0782,-0.2655,-0.1484,-0.2388
1.7100,5.1833,-3.1017,3.9561,4.7621,35.0253,-0.1469,0.5846,-0.2388,0.0587,1.0551,1.9567,0.7584,6.0784,-0.0053,-0.0035,-0.0060,3.2811,-1.8864,3.7729,1.6405,34.5725,-0.2500,2.4258,0.5000,0.0896,-0.2679,-0.1438,-0.2485
1.7200,5.1517,-3.1616,4.0034,4.7314,35.0238,-0.1499,0.5821,-0.2519,0.0692,1.0495,1.9642,0.7554,6.0723,-0.0050,-0.0037,-0.0059,3.2622,-1.8946,3.7892,1.6311,34.5700,-0.2500,2.4308,0.5000,0.1009,-0.2701,-0.1393,-0.2580
1.7300,5.1195,-3.2205,4.0504,4.6993,35.0223,-0.1529,0.5795,-0.2646,0.0796,1.0437,1.9718,0.7525,6.0663,-0.0048,-0.0039,-0.0058,3.2432,-1.9027,3.8055,1.6216,34.5675,-0.2500,2.4358,0.5000,0.1121,-0.2723,-0.1349,-0.2675
1.7400,5.0867,-3.2785,4.0971,4.6660,35.0207,-0.1559,0.5767,-0.2770,0.0900,1.0375,1.9793,0.7496,6.0604,-0.0046,-0.0042,-0.0058,3.2241,-1.9108,3.8216,1.6121,34.5650,-0.2500,2.4408,0.5000,0.1231,-0.2743,-0.1306,-0.2768
1.7500,5.0534,-3.3354,4.1434,4.6314,35.0191,-0.1589,0.5738,-0.2892,0.1003,1.0311,1.9867,0.7468,6.0548,-0.0044,-0.0044,-0.0057,3.2050,-1.9189,3.8377,1.6025,34.5625,-0.2500,2.4458,0.5000,0.1341,-0.2761,-0.1263,-0.2860
1.7600,5.0194,-3.3914,4.1893,4.5955,35.0175,-0.1619,0.5708,-0.3011,0.1105,1.0243,1.9942,0.7440,6.0493,-0.0042,-0.0046,-0.0056,3.1858,-1.9268,3.8537,1.5929,34.5600,-0.2500,2.4508,0.5000,0.1448,-0.2779,-0.1222,-0.2951
1.7700,4.9850,-3.4463,4.2349,4.5585,35.0159,-0.1649,0.5677,-0.3126,0.1207,1.0172,2.0016,0.7412,6.0440,-0.0040,-0.0048,-0.0056,3.1664,-1.9348,3.8696,1.5832,34.5575,-0.2500,2.4558,0.5000,0.1555,-0.2795,-0.1181,-0.3041
1.7800,4.9500,-3.5002,4.2801,4.5202,35.0142,-0.1679,0.5644,-0.3240,0.1308,1.0098,2.0090,0.7384,6.0389,-0.0038,-0.0051,-0.0055,3.1471,-1.9427,3.8854,1.5735,34.5550,-0.2500,2.4608,0.5000,0.1660,-0.2809,-0.1141,-0.3129
1.7900,4.9145,-3.5530,4.3249,4.4808,35.0125,-0.1709,0.5611,-0.3350,0.1408,1.0021,2.0163,0.7357,6.0341,-0.0036,-0.0053,-0.0054,3.1276,-1.9505,3.9010,1.5638,34.5525,-0.2500,2.4658,0.5000,0.1763,-0.2823,-0.1102,-0.3216
1.8000,4.8784,-3.6048,4.3693,4.4402,35.0107,-0.1739,0.5576,-0.3457,0.1508,0.9941,2.0236,0.7330,6.0294,-0.0034,-0.0056,-0.0054,3.1080,-1.9583,3.9166,1.5540,34.5500,-0.2500,2.4708,0.5000,0.1865,-0.2835,-0.1063,-0.3301
1.8100,4.8419,-3.6554,4.4133,4.3985,35.0090,-0.1769,0.5541,-0.3562,0.1606,0.9857,2.0309,0.7304,6.0250,-0.0032,-0.0059,-0.0053,3.0884,-1.9661,3.9321,1.5442,34.5475,-0.2500,2.4758,0.5000,0.1965,-0.2845,-0.1026,-0.3385
1.8200,4.8048,-3.7049,4.4569,4.3557,35.0072,-0.1799,0.5504,-0.3664,0.1704,0.9770,2.0382,0.7278,6.0207,-0.0030,-0.0061,-0.0053,3.0687,-1.9738,3.9475,1.5344,34.5450,-0.2500,2.4808,0.5000,0.2064,-0.2855,-0.0989,-0.3467
1.8300,4.7673,-3.7532,4.5000,4.3118,35.0054,-0.1828,0.5466,-0.3764,0.1801,0.9679,2.0455,0.7252,6.0167,-0.0028,-0.0064,-0.0052,3.0490,-1.9814,3.9628,1.5245,34.5425,-0.2500,2.4858,0.5000,0.2160,-0.2863,-0.0953,-0.3548
1.8400,4.7293,-3.8004,4.5427,4.2669,35.0035,-0.1858,0.5428,-0.3860,0.1897,0.9585,2.0527,0.7226,6.0129,-0.0027,-0.0067,-0.0051,3.0291,-1.9890,3.9780,1.5146,34.5400,-0.2500,2.4908,0.5000,0.2255,-0.2870,-0.0918,-0.3627
1.8500,4.6908,-3.8464,4.5849,4.2209,35.0016,-0.1888,0.5388,-0.3955,0.1992,0.9487,2.0599,0.7201,6.0093,-0.0025,-0.0070,-0.0051,3.0092,-1.9966,3.9931,1.5046,34.5375,-0.2500,2.4958,0.5000,0.2348,-0.2875,-0.0884,-0.3704
1.8600,4.6519,-3.8913,4.6266,4.1739,34.9997,-0.1917,0.5348,-0.4046,0.2085,0.9386,2.0671,0.7175,6.0060,-0.0023,-0.0073,-0.0050,2.9892,-2.0040,4.0081,1.4946,34.5350,-0.2500,2.5008,0.5000,0.2439,-0.2879,-0.0851,-0.3779
1.8700,4.6125,-3.9349,4.6679,4.1260,34.9977,-0.1947,0.5306,-0.4136,0.2178,0.9281,2.0742,0.7151,6.0028,-0.0022,-0.0076,-0.0050,2.9691,-2.0115,4.0230,1.4845,34.5325,-0.2500,2.5058,0.5000,0.2528,-0.2882,-0.0819,-0.3852
1.8800,4.5728,-3.9773,4.7086,4.0771,34.9958,-0.1976,0.5264,-0.4222,0.2270,0.9173,2.0814,0.7126,5.9999,-0.0020,-0.0079,-0.0049,2.9489,-2.0189,4.0378,1.4745,34.5300,-0.2500,2.5108,0.5000,0.2614,-0.2884,-0.0787,-0.3924
1.8900,4.5326,-4.0185,4.7489,4.0273,34.9938,-0.2006,0.5221,-0.4307,0.2361,0.9061,2.0885,0.7102,5.9971,-0.0019,-0.0082,-0.0048,2.9287,-2.0262,4.0525,1.4644,34.5275,-0.2500,2.5158,0.5000,0.2699,-0.2884,-0.0757,-0.3993
1.9000,4.4920,-4.0584,4.7887,3.9766,34.9917,-0.2035,0.5177,-0.4388,0.2450,0.8945,2.0955,0.7078,5.9946,-0.0017,-0.0085,-0.0048,2.9084,-2.0335,4.0671,1.4542,34.5250,-0.2500,2.5208,0.5000,0.2782,-0.2883,-0.0727,-0.4061
1.9100,4.4510,-4.0971,4.8279,3.9250,34.9897,-0.2065,0.5132,-0.4468,0.2538,0.8826,2.1026,0.7054,5.9922,-0.0016,-0.0088,-0.0047,2.8880,-2.0408,4.0816,1.4440,34.5225,-0.2500,2.5258,0.5000,0.2862,-0.2881,-0.0699,-0.4126
1.9200,4.4097,-4.1345,4.8667,3.8726,34.9876,-0.2094,0.5087,-0.4545,0.2625,0.8704,2.1096,0.7031,5.9901,-0.0015,-0.0091,-0.0047,2.8676,-2.0480,4.0960,1.4338,34.5200,-0.2500,2.5308,0.5000,0.2941,-0.2877,-0.0671,-0.4190
1.9300,4.3680,-4.1706,4.9049,3.8194,34.9854,-0.2123,0.5041,-0.4620,0.2711,0.8578,2.1166,0.7008,5.9881,-0.0014,-0.0094,-0.0046,2.8471,-2.0551,4.1102,1.4235,34.5175,-0.2500,2.5358,0.5000,0.3016,-0.2872,-0.0644,-0.4251
1.9400,4.3259,-4.2055,4.9425,3.7654,34.9833,-0.2152,0.4994,-0.4692,0.2796,0.8448,2.1236,0.6985,5.9863,-0.0012,-0.0097,-0.0046,2.8265,-2.0622,4.1244,1.4132,34.5150,-0.2500,2.5408,0.5000,0.3090,-0.2866,-0.0618,-0.4309
1.9500,4.2835,-4.2390,4.9796,3.7106,34.9811,-0.2181,0.4946,-0.4762,0.2879,0.8315,2.1306,0.6962,5.9847,-0.0011,-0.0100,-0.0045,2.8058,-2.0693,4.1385,1.4029,34.5125,-0.2500,2.5458,0.5000,0.3162,-0.2859,-0.0593,-0.4366
1.9600,4.2408,-4.2713,5.0162,3.6551,34.9789,-0.2210,0.4898,-0.4830,0.2961,0.8179,2.1375,0.6940,5.9832,-0.0010,-0.0103,-0.0045,2.7851,-2.0762,4.1525,1.3926,34.5100,-0.2500,2.5508,0.5000,0.3231,-0.2851,-0.0568,-0.4420
1.9700,4.1978,-4.3022,5.0522,3.5989,34.9767,-0.2239,0.4849,-0.4896,0.3041,0.8039,2.1444,0.6918,5.9818,-0.0009,-0.0106,-0.0044,2.7643,-2.0832,4.1664,1.3822,34.5075,-0.2500,2.5558,0.5000,0.3297,-0.2841,-0.0545,-0.4472
1.9800,4.1545,-4.3319,5.0876,3.5420,34.9744,-0.2267,0.4799,-0.4959,0.3120,0.7896,2.1513,0.6896,5.9806,-0.0008,-0.0109,-0.0044,2.7434,-2.0901,4.1801,1.3717,34.5050,-0.2500,2.5608,0.5000,0.3361,-0.2831,-0.0522,-0.4522
1.9900,4.1109,-4.3602,5.1224,3.4845,34.9721,-0.2296,0.4749,-0.5020,0.3197,0.7750,2.1582,0.6874,5.9794,-0.0007,-0.0112,-0.0043,2.7225,-2.0969,4.1938,1.3613,34.5025,-0.2500,2.5658,0.5000,0.3423,-0.2819,-0.0501,-0.4569
2.0000,4.0670,-4.3872,5.1567,3.4264,34.9698,-0.2324,0.4698,-0.5080,0.3273,0.7601,2.1651,0.6853,5.9784,-0.0006,-0.0115,-0.0043,2.7015,-2.1037,4.2074,1.3508,34.5000,-0.2500,2.5708,0.5000,0.3483,-0.2806,-0.0480,-0.4614
2.0100,4.0229,-4.4128,5.1904,3.3677,34.9674,-0.2353,0.4647,-0.5137,0.3348,0.7449,2.1719,0.6832,5.9775,-0.0005,-0.0117,-0.0042,2.6804,-2.1104,4.2208,1.3402,34.4975,-0.2500,2.5758,0.5000,0.3540,-0.2792,-0.0460,-0.4656
2.0200,3.9785,-4.4371,5.2234,3.3084,34.9650,-0.2381,0.4595,-0.5191,0.3421,0.7294,2.1787,0.6811,5.9766,-0.0004,-0.0120,-0.0042,2.6593,-2.1171,4.2342,1.3297,34.4950,-0.2500,2.5808,0.5000,0.3594,-0.2778,-0.0441,-0.4696
2.0300,3.9339,-4.4601,5.2559,3.2486,34.9626,-0.2409,0.4543,-0.5244,0.3492,0.7136,2.1855,0.6790,5.9758,-0.0003,-0.0123,-0.0041,2.6381,-2.1237,4.2474,1.3190,34.4925,-0.2500,2.5858,0.5000,0.3646,-0.2762,-0.0422,-0.4733
2.0400,3.8891,-4.4818,5.2878,3.1884,34.9602,-0.2437,0.4490,-0.5295,0.3562,0.6975,2.1923,0.6770,5.9750,-0.0002,-0.0125,-0.0041,2.6168,-2.1303,4.2605,1.3084,34.4900,-0.2500,2.5908,0.5000,0.3696,-0.2745,-0.0405,-0.4768
2.0500,3.8441,-4.5021,5.3191,3.1277,34.9577,-0.2465,0.4436,-0.5343,0.3630,0.6812,2.1990,0.6750,5.9743,-0.0001,-0.0127,-0.0040,2.5955,-2.1368,4.2736,1.2977,34.4875,-0.2500,2.5958,0.5000,0.3743,-0.2727,-0.0388,-0.4801
2.0600,3.7989,-4.5211,5.3498,3.0665,34.9552,-0.2493,0.4382,-0.5390,0.3697,0.6646,2.2057,0.6730,5.9735,-0.0001,-0.0129,-0.0040,2.5741,-2.1432,4.2865,1.2870,34.4850,-0.2500,2.6008,0.5000,0.3788,-0.2708,-0.0372,-0.4830
2.0700,3.7535,-4.5387,5.3798,3.0050,34.9527,-0.2520,0.4328,-0.5435,0.3761,0.6479,2.2124,0.6710,5.9728,0.0000,-0.0132,-0.0039,2.5526,-2.1497,4.2993,1.2763,34.4825,-0.2500,2.6058,0.5000,0.3830,-0.2688,-0.0356,-0.4858
2.0800,3.7079,-4.5550,5.4092,2.9431,34.9502,-0.2548,0.4273,-0.5477,0.3824,0.6309,2.2191,0.6691,5.9720,0.0001,-0.0134,-0.0039,2.5311,-2.1560,4.3120,1.2656,34.4800,-0.2500,2.6108,0.5000,0.3870,-0.2668,-0.0342,-0.4882
2.0900,3.6622,-4.5699,5.4380,2.8809,34.9476,-0.2575,0.4218,-0.5518,0.3886,0.6136,2.2258,0.6671,5.9712,0.0002,-0.0135,-0.0039,2.5095,-2.1623,4.3246,1.2548,34.4775,-0.2500,2.6158,0.5000,0.3907,-0.2646,-0.0328,-0.4904
